ETABLISSEMENT_ID,NBRE_ENTREPRISE,CATEGORIE-0,CATEGORIE-1,CATEGORIE-2,CATEGORIE-3,CATEGORIE-4,CATEGORIE-5,CATEGORIE-6,CATEGORIE-7,CATEGORIE-8,CODGEO
et28506,89,51,21,5,6,3,1,1,1,0,67008
et28507,16,11,5,0,0,0,0,0,0,0,67009
et28508,116,77,27,6,3,1,0,2,0,0,67010
et28509,38,28,8,0,0,2,0,0,0,0,67011
et28510,19,11,7,1,0,0,0,0,0,0,67012
et28511,10,5,4,1,0,0,0,0,0,0,67013
et28512,35,25,8,1,0,1,0,0,0,0,67014
et28513,28,22,5,1,0,0,0,0,0,0,67016
et28514,7,7,0,0,0,0,0,0,0,0,67017
et28515,21,16,3,2,0,0,0,0,0,0,67018
et28516,54,35,13,2,1,1,1,1,0,0,67019
et28517,30,17,10,0,2,0,0,0,1,0,67020
et28518,525,345,136,20,14,8,1,1,0,0,67021
et28519,7,5,1,1,0,0,0,0,0,0,67022
et28520,49,34,12,3,0,0,0,0,0,0,67023
et28521,114,77,30,2,2,0,0,1,2,0,67025
et28522,8,6,2,0,0,0,0,0,0,0,67026
et28523,12,8,1,2,1,0,0,0,0,0,67027
et28524,382,228,94,27,20,10,1,1,0,1,67028
et28525,17,13,4,0,0,0,0,0,0,0,67029
et28526,36,32,3,0,0,1,0,0,0,0,67030
et28527,77,55,19,2,0,1,0,0,0,0,67031
et28528,12,9,3,0,0,0,0,0,0,0,67032
et28529,34,16,10,2,3,2,0,1,0,0,67033
et28530,81,65,13,2,1,0,0,0,0,0,67034
et28531,26,16,6,0,2,2,0,0,0,0,67035
et28532,5,5,0,0,0,0,0,0,0,0,67036
et28533,16,11,4,0,0,1,0,0,0,0,67037
et28534,12,10,2,0,0,0,0,0,0,0,67038
et28535,15,9,5,0,1,0,0,0,0,0,67039
et28536,51,36,8,4,1,2,0,0,0,0,67040
et28537,13,8,3,0,2,0,0,0,0,0,67041
et28538,877,570,211,33,30,23,5,3,0,2,67043
et28539,10,9,1,0,0,0,0,0,0,0,67044
et28540,211,133,45,17,6,7,2,1,0,0,67045
et28541,558,364,128,27,18,12,4,1,4,0,67046
et28542,8,7,1,0,0,0,0,0,0,0,67047
et28543,21,16,2,1,0,1,1,0,0,0,67048
et28544,53,36,13,4,0,0,0,0,0,0,67049
et28545,1,1,0,0,0,0,0,0,0,0,67050
et28546,25,22,3,0,0,0,0,0,0,0,67051
et28547,149,107,34,5,2,1,0,0,0,0,67052
et28548,23,19,3,0,1,0,0,0,0,0,67053
et28549,16,14,2,0,0,0,0,0,0,0,67054
et28550,66,42,17,2,4,0,1,0,0,0,67055
et28551,22,17,5,0,0,0,0,0,0,0,67056
et28552,8,7,1,0,0,0,0,0,0,0,67057
et28553,10,7,2,1,0,0,0,0,0,0,67058
et28554,18,16,2,0,0,0,0,0,0,0,67059
et28555,26,23,3,0,0,0,0,0,0,0,67060
et28556,243,149,61,12,11,4,3,3,0,0,67061
et28557,8,7,1,0,0,0,0,0,0,0,67062
et28558,39,28,9,0,1,0,0,1,0,0,67063
et28559,72,50,17,2,2,1,0,0,0,0,67065
et28560,125,85,25,10,4,1,0,0,0,0,67066
et28561,684,401,178,30,38,24,9,2,2,0,67067
et28562,12,9,3,0,0,0,0,0,0,0,67068
et28563,14,9,3,2,0,0,0,0,0,0,67069
et28564,9,6,2,1,0,0,0,0,0,0,67070
et28565,8,6,1,0,1,0,0,0,0,0,67071
et28566,14,9,5,0,0,0,0,0,0,0,67072
et28567,241,133,74,15,11,5,2,0,1,0,67073
et28568,32,27,3,0,1,0,1,0,0,0,67074
et28569,22,13,9,0,0,0,0,0,0,0,67075
et28570,25,18,5,0,0,1,1,0,0,0,67076
et28571,19,13,5,1,0,0,0,0,0,0,67077
et28572,8,8,0,0,0,0,0,0,0,0,67078
et28573,2,2,0,0,0,0,0,0,0,0,67079
et28574,95,59,25,6,0,4,1,0,0,0,67080
et28575,22,18,2,1,1,0,0,0,0,0,67081
et28576,31,22,8,1,0,0,0,0,0,0,67082
et28577,35,29,3,0,2,1,0,0,0,0,67083
et28578,105,61,31,5,1,6,0,1,0,0,67084
et28579,29,20,8,0,1,0,0,0,0,0,67085
et28580,10,8,2,0,0,0,0,0,0,0,67086
et28581,53,35,12,2,1,2,0,1,0,0,67087
et28582,10,6,4,0,0,0,0,0,0,0,67088
et28583,140,83,31,9,9,6,2,0,0,0,67089
et28584,24,18,6,0,0,0,0,0,0,0,67090
et28585,18,15,3,0,0,0,0,0,0,0,67091
et28586,25,17,6,1,1,0,0,0,0,0,67092
et28587,5,3,2,0,0,0,0,0,0,0,67093
et28588,5,2,2,0,1,0,0,0,0,0,67094
et28589,145,77,45,11,6,2,4,0,0,0,67095
et28590,23,17,5,0,0,1,0,0,0,0,67096
et28591,68,53,13,1,1,0,0,0,0,0,67097
et28592,73,50,18,2,2,1,0,0,0,0,67098
et28593,14,11,2,1,0,0,0,0,0,0,67099
et28594,14,12,2,0,0,0,0,0,0,0,67100
et28595,168,75,57,15,13,4,2,1,1,0,67101
et28596,14,12,2,0,0,0,0,0,0,0,67102
et28597,65,42,18,1,4,0,0,0,0,0,67103
et28598,28,23,3,1,1,0,0,0,0,0,67104
et28599,126,65,34,13,6,3,2,2,1,0,67105
et28600,242,166,55,8,6,3,1,2,1,0,67106
et28601,34,24,10,0,0,0,0,0,0,0,67107
et28602,172,87,46,8,12,13,4,0,1,1,67108
et28603,33,25,8,0,0,0,0,0,0,0,67109
et28604,63,31,24,3,2,3,0,0,0,0,67110
et28605,11,7,2,0,0,2,0,0,0,0,67111
et28606,186,95,53,14,10,8,4,2,0,0,67112
et28607,12,10,2,0,0,0,0,0,0,0,67113
et28608,89,71,16,2,0,0,0,0,0,0,67115
et28609,23,13,10,0,0,0,0,0,0,0,67116
et28610,14,10,1,1,2,0,0,0,0,0,67117
et28611,676,365,183,47,47,26,5,2,1,0,67118
et28612,66,43,18,4,1,0,0,0,0,0,67119
et28613,40,27,9,2,0,1,0,1,0,0,67120
et28614,35,25,6,3,0,1,0,0,0,0,67121
et28615,88,60,26,0,1,1,0,0,0,0,67122
et28616,19,13,4,1,1,0,0,0,0,0,67123
et28617,447,209,129,38,36,22,8,4,1,0,67124
et28618,131,93,24,7,5,1,0,1,0,0,67125
et28619,15,10,4,0,0,1,0,0,0,0,67126
et28620,35,25,8,2,0,0,0,0,0,0,67127
et28621,98,61,24,5,2,4,0,0,2,0,67128
et28622,35,25,6,2,1,0,1,0,0,0,67129
et28623,738,439,198,34,33,20,5,3,5,1,67130
et28624,262,171,62,12,10,4,2,1,0,0,67131
et28625,43,26,11,1,3,1,0,1,0,0,67132
et28626,16,11,2,3,0,0,0,0,0,0,67133
et28627,5,5,0,0,0,0,0,0,0,0,67134
et28628,29,20,8,0,1,0,0,0,0,0,67135
et28629,7,3,2,2,0,0,0,0,0,0,67136
et28630,312,198,63,18,19,10,1,2,0,1,67137
et28631,12,9,3,0,0,0,0,0,0,0,67138
et28632,21,17,4,0,0,0,0,0,0,0,67139
et28633,18,14,3,1,0,0,0,0,0,0,67140
et28634,27,20,6,0,1,0,0,0,0,0,67141
et28635,13,7,4,0,2,0,0,0,0,0,67142
et28636,29,24,5,0,0,0,0,0,0,0,67143
et28637,13,6,6,0,0,1,0,0,0,0,67144
et28638,8,8,0,0,0,0,0,0,0,0,67145
et28639,30,25,4,1,0,0,0,0,0,0,67146
et28640,14,10,4,0,0,0,0,0,0,0,67147
et28641,4,2,2,0,0,0,0,0,0,0,67148
et28642,12,9,2,1,0,0,0,0,0,0,67149
et28643,80,52,18,7,1,0,2,0,0,0,67150
et28644,199,133,50,9,3,1,2,1,0,0,67151
et28645,734,375,193,66,40,43,11,2,4,0,67152
et28646,8,7,0,1,0,0,0,0,0,0,67153
et28647,137,89,34,6,6,1,1,0,0,0,67154
et28648,62,41,14,3,0,2,1,1,0,0,67155
et28649,111,77,28,2,3,1,0,0,0,0,67156
et28650,11,10,1,0,0,0,0,0,0,0,67158
et28651,7,5,2,0,0,0,0,0,0,0,67159
et28652,37,30,3,2,2,0,0,0,0,0,67160
et28653,20,19,1,0,0,0,0,0,0,0,67161
et28654,19,15,4,0,0,0,0,0,0,0,67162
et28655,20,17,2,1,0,0,0,0,0,0,67163
et28656,38,26,9,1,2,0,0,0,0,0,67164
et28657,23,17,5,0,1,0,0,0,0,0,67165
et28658,6,6,0,0,0,0,0,0,0,0,67166
et28659,68,54,11,1,1,1,0,0,0,0,67167
et28660,58,37,17,3,1,0,0,0,0,0,67168
et28661,123,78,34,7,2,2,0,0,0,0,67169
et28662,98,70,23,1,2,1,1,0,0,0,67172
et28663,63,47,11,2,3,0,0,0,0,0,67173
et28664,45,33,9,1,2,0,0,0,0,0,67174
et28665,227,153,41,13,7,10,2,0,1,0,67176
et28666,19,15,3,0,1,0,0,0,0,0,67177
et28667,9,7,2,0,0,0,0,0,0,0,67178
et28668,37,27,9,1,0,0,0,0,0,0,67179
et28669,2583,1517,730,150,98,61,15,6,2,4,67180
et28670,28,22,4,0,1,1,0,0,0,0,67181
et28671,123,83,24,6,6,2,1,0,1,0,67182
et28672,26,18,8,0,0,0,0,0,0,0,67183
et28673,112,67,32,7,3,2,0,0,1,0,67184
et28674,20,12,4,2,2,0,0,0,0,0,67185
et28675,9,7,1,1,0,0,0,0,0,0,67186
et28676,13,10,3,0,0,0,0,0,0,0,67187
et28677,27,21,3,1,1,1,0,0,0,0,67188
et28678,49,42,5,1,1,0,0,0,0,0,67189
et28679,6,4,2,0,0,0,0,0,0,0,67190
et28680,71,51,18,0,2,0,0,0,0,0,67191
et28681,41,28,12,1,0,0,0,0,0,0,67192
et28682,223,150,42,11,13,5,1,1,0,0,67194
et28683,24,21,3,0,0,0,0,0,0,0,67195
et28684,115,72,29,6,5,2,1,0,0,0,67196
et28685,90,53,30,4,2,0,0,1,0,0,67197
et28686,5,4,0,1,0,0,0,0,0,0,67198
et28687,3,0,2,1,0,0,0,0,0,0,67199
et28688,19,17,1,1,0,0,0,0,0,0,67200
et28689,8,5,3,0,0,0,0,0,0,0,67201
et28690,212,115,62,12,10,10,2,1,0,0,67202
et28691,15,12,1,1,0,1,0,0,0,0,67203
et28692,551,345,132,32,23,16,1,1,1,0,67204
et28693,482,238,111,35,46,39,9,2,2,0,67205
et28694,49,33,11,2,1,2,0,0,0,0,67206
et28695,11,7,3,1,0,0,0,0,0,0,67207
et28696,15,12,3,0,0,0,0,0,0,0,67208
et28697,18,12,2,1,3,0,0,0,0,0,67209
et28698,56,40,13,1,1,1,0,0,0,0,67210
et28699,201,122,46,10,9,8,2,2,2,0,67212
et28700,21,14,4,2,1,0,0,0,0,0,67213
et28701,35,30,3,1,1,0,0,0,0,0,67214
et28702,11,9,1,0,0,1,0,0,0,0,67215
et28703,115,73,29,4,5,2,1,0,1,0,67216
et28704,15,12,2,1,0,0,0,0,0,0,67217
et28705,1688,995,419,92,86,56,17,12,9,2,67218
et28706,9,4,4,0,1,0,0,0,0,0,67220
et28707,8,6,1,1,0,0,0,0,0,0,67221
et28708,361,195,124,12,16,9,2,3,0,0,67222
et28709,51,34,13,2,2,0,0,0,0,0,67223
et28710,6,5,1,0,0,0,0,0,0,0,67225
et28711,162,118,31,6,4,2,1,0,0,0,67226
et28712,9,4,4,0,0,1,0,0,0,0,67227
et28713,32,25,7,0,0,0,0,0,0,0,67228
et28714,8,7,1,0,0,0,0,0,0,0,67229
et28715,99,68,22,5,2,2,0,0,0,0,67230
et28716,7,6,1,0,0,0,0,0,0,0,67231
et28717,4,4,0,0,0,0,0,0,0,0,67232
et28718,41,28,7,2,2,1,1,0,0,0,67233
et28719,98,56,29,4,5,4,0,0,0,0,67234
et28720,16,10,5,1,0,0,0,0,0,0,67235
et28721,14,8,6,0,0,0,0,0,0,0,67236
et28722,121,78,19,9,8,5,2,0,0,0,67237
et28723,28,21,5,2,0,0,0,0,0,0,67238
et28724,76,52,16,4,2,2,0,0,0,0,67239
et28725,34,28,4,0,1,0,1,0,0,0,67240
et28726,6,3,2,1,0,0,0,0,0,0,67241
et28727,32,24,3,1,0,2,1,1,0,0,67242
et28728,7,6,0,1,0,0,0,0,0,0,67244
et28729,8,7,0,1,0,0,0,0,0,0,67245
et28730,41,28,8,1,2,1,1,0,0,0,67246
et28731,32,24,7,1,0,0,0,0,0,0,67247
et28732,115,62,34,6,10,3,0,0,0,0,67248
et28733,12,9,2,0,0,1,0,0,0,0,67249
et28734,27,20,5,2,0,0,0,0,0,0,67250
et28735,38,26,11,1,0,0,0,0,0,0,67252
et28736,27,21,5,0,0,0,1,0,0,0,67253
et28737,27,20,2,3,1,1,0,0,0,0,67254
et28738,24,20,3,1,0,0,0,0,0,0,67255
et28739,187,128,28,10,12,8,0,1,0,0,67256
et28740,19,15,3,1,0,0,0,0,0,0,67257
et28741,15,9,2,1,1,0,1,0,1,0,67258
et28742,32,28,3,0,1,0,0,0,0,0,67259
et28743,8,8,0,0,0,0,0,0,0,0,67260
et28744,108,61,31,7,4,3,0,0,2,0,67261
et28745,82,44,29,5,1,3,0,0,0,0,67263
et28746,29,24,2,1,1,0,0,0,1,0,67264
et28747,28,18,8,0,2,0,0,0,0,0,67265
et28748,25,17,7,1,0,0,0,0,0,0,67266
et28749,791,532,188,30,20,11,6,3,1,0,67267
et28750,86,57,21,3,4,0,0,0,1,0,67268
et28751,15,13,2,0,0,0,0,0,0,0,67269
et28752,13,8,2,3,0,0,0,0,0,0,67270
et28753,11,9,2,0,0,0,0,0,0,0,67271
et28754,10,8,2,0,0,0,0,0,0,0,67272
et28755,18,13,5,0,0,0,0,0,0,0,67273
et28756,13,9,4,0,0,0,0,0,0,0,67274
et28757,30,18,9,1,1,1,0,0,0,0,67275
et28758,82,56,19,1,2,4,0,0,0,0,67276
et28759,27,23,4,0,0,0,0,0,0,0,67277
et28760,13,8,3,0,2,0,0,0,0,0,67278
et28761,9,4,4,0,0,1,0,0,0,0,67279
et28762,27,18,8,1,0,0,0,0,0,0,67280
et28763,267,177,63,10,6,3,4,3,1,0,67281
et28764,314,195,76,19,17,4,3,0,0,0,67282
et28765,169,108,34,8,10,4,2,2,1,0,67283
et28766,59,39,16,2,1,1,0,0,0,0,67285
et28767,71,50,15,5,1,0,0,0,0,0,67286
et28768,22,13,7,0,1,1,0,0,0,0,67287
et28769,6,6,0,0,0,0,0,0,0,0,67288
et28770,19,12,6,0,1,0,0,0,0,0,67289
et28771,44,34,6,2,1,0,0,0,1,0,67290
et28772,145,92,30,5,9,7,1,0,0,1,67291
et28773,39,29,6,1,2,1,0,0,0,0,67292
et28774,18,16,1,0,1,0,0,0,0,0,67293
et28775,33,21,10,1,1,0,0,0,0,0,67295
et28776,116,83,26,6,1,0,0,0,0,0,67296
et28777,50,36,11,0,2,0,0,1,0,0,67297
et28778,25,18,6,0,1,0,0,0,0,0,67298
et28779,54,43,8,0,2,1,0,0,0,0,67299
et28780,677,370,185,38,45,22,12,0,1,4,67300
et28781,150,83,44,12,8,1,2,0,0,0,67301
et28782,137,67,40,11,9,4,2,2,2,0,67302
et28783,39,26,7,3,2,0,1,0,0,0,67303
et28784,33,25,7,0,0,0,1,0,0,0,67304
et28785,82,56,18,7,1,0,0,0,0,0,67305
et28786,38,19,14,1,1,3,0,0,0,0,67306
et28787,11,7,2,1,1,0,0,0,0,0,67307
et28788,26,16,8,2,0,0,0,0,0,0,67308
et28789,583,340,146,30,32,23,10,0,1,1,67309
et28790,55,41,11,2,1,0,0,0,0,0,67310
et28791,120,73,32,7,3,3,1,1,0,0,67311
et28792,13,10,2,1,0,0,0,0,0,0,67312
et28793,344,220,94,15,13,2,0,0,0,0,67313
et28794,15,12,1,0,2,0,0,0,0,0,67314
et28795,14,12,2,0,0,0,0,0,0,0,67315
et28796,30,23,5,1,0,1,0,0,0,0,67317
et28797,16,11,5,0,0,0,0,0,0,0,67319
et28798,51,27,11,2,5,5,1,0,0,0,67320
et28799,9,9,0,0,0,0,0,0,0,0,67321
et28800,63,39,20,1,2,1,0,0,0,0,67322
et28801,292,180,77,15,10,5,2,2,1,0,67324
et28802,60,42,14,1,1,2,0,0,0,0,67325
et28803,116,68,23,9,9,5,2,0,0,0,67326
et28804,51,38,9,1,0,3,0,0,0,0,67327
et28805,87,43,23,8,6,5,1,1,0,0,67328
et28806,54,40,12,1,1,0,0,0,0,0,67329
et28807,54,38,11,1,2,2,0,0,0,0,67330
et28808,75,50,21,2,1,1,0,0,0,0,67331
et28809,10,8,2,0,0,0,0,0,0,0,67333
et28810,11,8,1,1,0,1,0,0,0,0,67334
et28811,40,29,7,2,2,0,0,0,0,0,67335
et28812,75,38,20,9,1,5,2,0,0,0,67336
et28813,24,18,4,2,0,0,0,0,0,0,67337
et28814,70,46,21,2,1,0,0,0,0,0,67338
et28815,205,135,47,9,7,5,1,0,1,0,67339
et28816,63,42,16,3,0,1,0,0,1,0,67340
et28817,13,10,1,1,1,0,0,0,0,0,67341
et28818,102,80,17,2,3,0,0,0,0,0,67342
et28819,434,276,103,16,16,12,7,1,3,0,67343
et28820,9,7,1,0,0,1,0,0,0,0,67344
et28821,191,121,45,14,7,3,1,0,0,0,67345
et28822,11,8,3,0,0,0,0,0,0,0,67346
et28823,54,39,9,3,3,0,0,0,0,0,67347
et28824,952,564,255,50,45,23,7,3,3,2,67348
et28825,13,11,1,1,0,0,0,0,0,0,67349
et28826,124,92,26,4,2,0,0,0,0,0,67350
et28827,72,50,17,3,1,1,0,0,0,0,67351
et28828,7,6,1,0,0,0,0,0,0,0,67352
et28829,16,13,2,1,0,0,0,0,0,0,67353
et28830,24,17,7,0,0,0,0,0,0,0,67354
et28831,43,29,12,0,1,1,0,0,0,0,67355
et28832,102,69,25,4,2,2,0,0,0,0,67356
et28833,31,21,9,1,0,0,0,0,0,0,67358
et28834,47,32,13,1,0,1,0,0,0,0,67359
et28835,40,29,7,2,1,1,0,0,0,0,67360
et28836,15,8,6,1,0,0,0,0,0,0,67361
et28837,40,30,6,0,2,2,0,0,0,0,67362
et28838,37,28,8,1,0,0,0,0,0,0,67363
et28839,29,20,7,1,1,0,0,0,0,0,67364
et28840,577,366,129,31,21,19,6,3,2,0,67365
et28841,19,15,4,0,0,0,0,0,0,0,67366
et28842,58,34,17,3,3,1,0,0,0,0,67367
et28843,101,62,27,7,1,3,1,0,0,0,67368
et28844,8,8,0,0,0,0,0,0,0,0,67369
et28845,25,14,9,1,0,0,0,0,0,1,67370
et28846,58,42,7,2,4,3,0,0,0,0,67371
et28847,214,129,60,12,9,4,0,0,0,0,67372
et28848,9,6,2,1,0,0,0,0,0,0,67373
et28849,35,27,6,0,2,0,0,0,0,0,67374
et28850,62,47,12,1,2,0,0,0,0,0,67375
et28851,57,44,10,1,1,0,1,0,0,0,67377
et28852,181,130,38,8,3,2,0,0,0,0,67378
et28853,38,29,9,0,0,0,0,0,0,0,67379
et28854,8,7,1,0,0,0,0,0,0,0,67380
et28855,9,6,2,1,0,0,0,0,0,0,67381
et28856,49,30,15,3,1,0,0,0,0,0,67382
et28857,10,5,5,0,0,0,0,0,0,0,67383
et28858,17,11,4,2,0,0,0,0,0,0,67384
et28859,6,5,1,0,0,0,0,0,0,0,67385
et28860,12,8,3,0,1,0,0,0,0,0,67386
et28861,8,6,2,0,0,0,0,0,0,0,67387
et28862,292,177,74,10,12,9,6,3,0,1,67388
et28863,363,209,90,23,22,12,5,1,1,0,67389
et28864,14,9,5,0,0,0,0,0,0,0,67391
et28865,34,24,7,1,1,1,0,0,0,0,67392
et28866,11,6,5,0,0,0,0,0,0,0,67394
et28867,22,15,7,0,0,0,0,0,0,0,67395
et28868,12,5,7,0,0,0,0,0,0,0,67396
et28869,121,73,32,5,8,3,0,0,0,0,67397
et28870,16,13,3,0,0,0,0,0,0,0,67398
et28871,37,30,6,1,0,0,0,0,0,0,67400
et28872,6,4,1,0,1,0,0,0,0,0,67401
et28873,2,2,0,0,0,0,0,0,0,0,67402
et28874,24,16,6,1,0,1,0,0,0,0,67403
et28875,27,15,9,3,0,0,0,0,0,0,67404
et28876,131,78,35,5,10,3,0,0,0,0,67405
et28877,14,7,5,2,0,0,0,0,0,0,67406
et28878,64,41,21,2,0,0,0,0,0,0,67407
et28879,68,44,19,3,0,2,0,0,0,0,67408
et28880,140,31,77,22,10,0,0,0,0,0,67409
et28881,23,17,5,1,0,0,0,0,0,0,67410
et28882,392,235,91,26,24,15,1,0,0,0,67411
et28883,37,27,7,3,0,0,0,0,0,0,67412
et28884,15,11,4,0,0,0,0,0,0,0,67413
et28885,91,62,21,5,2,1,0,0,0,0,67414
et28886,19,9,7,1,2,0,0,0,0,0,67415
et28887,20,15,4,0,1,0,0,0,0,0,67416
et28888,13,11,2,0,0,0,0,0,0,0,67417
et28889,41,32,9,0,0,0,0,0,0,0,67418
et28890,70,47,15,4,1,1,2,0,0,0,67420
et28891,51,33,14,3,0,1,0,0,0,0,67421
et28892,23,20,2,0,0,1,0,0,0,0,67422
et28893,22,18,2,0,2,0,0,0,0,0,67423
et28894,20,14,6,0,0,0,0,0,0,0,67424
et28895,22,15,4,1,1,0,1,0,0,0,67425
et28896,16,10,6,0,0,0,0,0,0,0,67426
et28897,12,9,3,0,0,0,0,0,0,0,67427
et28898,23,22,1,0,0,0,0,0,0,0,67428
et28899,40,26,7,3,3,1,0,0,0,0,67429
et28900,38,28,8,1,1,0,0,0,0,0,67430
et28901,6,5,1,0,0,0,0,0,0,0,67431
et28902,20,16,2,2,0,0,0,0,0,0,67432
et28903,67,45,16,4,2,0,0,0,0,0,67433
et28904,221,99,84,16,13,2,2,3,1,1,67434
et28905,22,16,3,1,1,0,0,1,0,0,67435
et28906,27,22,3,1,1,0,0,0,0,0,67436
et28907,1030,598,307,48,43,25,5,2,1,1,67437
et28908,31,21,7,2,0,0,0,1,0,0,67438
et28909,16,12,3,0,0,1,0,0,0,0,67439
et28910,11,7,4,0,0,0,0,0,0,0,67440
et28911,10,7,3,0,0,0,0,0,0,0,67441
et28912,48,28,17,1,0,2,0,0,0,0,67442
et28913,23,19,2,1,0,0,1,0,0,0,67443
et28914,3,2,1,0,0,0,0,0,0,0,67444
et28915,174,100,46,13,6,8,1,0,0,0,67445
et28916,23,18,4,1,0,0,0,0,0,0,67446
et28917,2635,1649,593,116,122,85,33,23,12,2,67447
et28918,172,87,58,10,12,1,1,2,1,0,67448
et28919,88,65,16,3,3,1,0,0,0,0,67449
et28920,41,32,9,0,0,0,0,0,0,0,67450
et28921,52,36,14,0,1,0,1,0,0,0,67451
et28922,64,47,15,2,0,0,0,0,0,0,67452
et28923,14,12,2,0,0,0,0,0,0,0,67453
et28924,7,6,1,0,0,0,0,0,0,0,67454
et28925,17,11,6,0,0,0,0,0,0,0,67455
et28926,13,11,2,0,0,0,0,0,0,0,67456
et28927,380,185,110,37,23,19,3,2,1,0,67458
et28928,34,26,8,0,0,0,0,0,0,0,67459
et28929,78,54,18,3,2,1,0,0,0,0,67460
et28930,13,10,3,0,0,0,0,0,0,0,67461
et28931,1556,844,472,109,75,40,8,5,2,1,67462
et28932,185,115,47,9,6,5,1,2,0,0,67463
et28933,32,20,8,1,0,3,0,0,0,0,67464
et28934,116,87,19,4,5,1,0,0,0,0,67465
et28935,24,21,2,1,0,0,0,0,0,0,67466
et28936,15,9,4,1,1,0,0,0,0,0,67467
et28937,18,11,5,1,1,0,0,0,0,0,67468
et28938,26,16,6,2,1,0,1,0,0,0,67469
et28939,5,5,0,0,0,0,0,0,0,0,67470
et28940,477,289,108,30,25,14,5,4,1,1,67471
et28941,316,193,89,16,10,3,5,0,0,0,67472
et28942,49,37,9,0,1,2,0,0,0,0,67473
et28943,216,115,69,15,7,7,2,0,1,0,67474
et28944,11,8,2,1,0,0,0,0,0,0,67475
et28945,29,17,9,2,1,0,0,0,0,0,67476
et28946,28,20,5,2,0,1,0,0,0,0,67477
et28947,90,49,25,3,3,6,3,0,1,0,67478
et28948,31,24,5,1,1,0,0,0,0,0,67479
et28949,64,51,10,2,1,0,0,0,0,0,67480
et28950,56,45,9,1,0,1,0,0,0,0,67481
et28951,20882,13604,5025,960,660,398,138,49,36,12,67482
et28952,7,5,2,0,0,0,0,0,0,0,67483
et28953,15,14,1,0,0,0,0,0,0,0,67484
et28954,69,48,15,2,3,1,0,0,0,0,67485
et28955,102,62,25,10,4,1,0,0,0,0,67486
et28956,76,45,27,1,1,1,1,0,0,0,67487
et28957,13,5,6,1,1,0,0,0,0,0,67488
et28958,35,24,4,5,1,0,1,0,0,0,67489
et28959,33,28,4,0,0,0,1,0,0,0,67490
et28960,12,6,5,1,0,0,0,0,0,0,67491
et28961,46,31,12,2,1,0,0,0,0,0,67492
et28962,27,11,10,1,1,3,0,1,0,0,67493
et28963,27,20,5,0,2,0,0,0,0,0,67494
et28964,232,157,54,8,8,2,2,1,0,0,67495
et28965,70,44,17,5,2,1,0,1,0,0,67496
et28966,21,15,4,1,1,0,0,0,0,0,67497
et28967,28,22,4,1,1,0,0,0,0,0,67498
et28968,19,17,2,0,0,0,0,0,0,0,67499
et28969,95,68,21,4,1,0,0,0,1,0,67500
et28970,16,12,3,1,0,0,0,0,0,0,67501
et28971,10,8,1,1,0,0,0,0,0,0,67502
et28972,7,6,0,1,0,0,0,0,0,0,67503
et28973,69,41,16,8,2,2,0,0,0,0,67504
et28974,24,16,4,0,3,0,0,0,1,0,67505
et28975,487,257,139,46,27,12,5,1,0,0,67506
et28976,162,105,39,9,7,2,0,0,0,0,67507
et28977,15,12,2,0,0,1,0,0,0,0,67508
et28978,10,8,1,1,0,0,0,0,0,0,67509
et28979,18,13,2,2,1,0,0,0,0,0,67510
et28980,35,30,5,0,0,0,0,0,0,0,67511
et28981,81,53,23,1,2,1,1,0,0,0,67512
et28982,10,10,0,0,0,0,0,0,0,0,67513
et28983,25,15,9,0,0,0,0,1,0,0,67514
et28984,19,15,2,2,0,0,0,0,0,0,67515
et28985,23,20,2,0,1,0,0,0,0,0,67516
et28986,25,18,4,2,0,1,0,0,0,0,67517
et28987,410,273,87,16,16,14,1,2,1,0,67519
et28988,395,235,101,23,17,12,6,1,0,0,67520
et28989,24,17,6,1,0,0,0,0,0,0,67521
et28990,19,12,5,0,0,2,0,0,0,0,67522
et28991,107,74,27,6,0,0,0,0,0,0,67523
et28992,23,21,2,0,0,0,0,0,0,0,67524
et28993,79,47,28,3,1,0,0,0,0,0,67525
et28994,48,35,13,0,0,0,0,0,0,0,67526
et28995,9,9,0,0,0,0,0,0,0,0,67527
et28996,15,11,2,1,0,1,0,0,0,0,67528
et28997,203,123,52,6,14,5,1,2,0,0,67529
et28998,23,21,1,0,1,0,0,0,0,0,67530
et28999,19,16,3,0,0,0,0,0,0,0,67531
et29000,57,40,13,2,1,1,0,0,0,0,67532
et29001,20,8,12,0,0,0,0,0,0,0,67534
et29002,44,25,16,0,2,1,0,0,0,0,67535
et29003,12,8,4,0,0,0,0,0,0,0,67536
et29004,16,12,4,0,0,0,0,0,0,0,67537
et29005,97,67,21,5,2,1,0,0,1,0,67538
et29006,65,43,10,3,5,4,0,0,0,0,67539
et29007,27,23,2,1,0,1,0,0,0,0,67540
et29008,10,9,1,0,0,0,0,0,0,0,67541
et29009,17,14,3,0,0,0,0,0,0,0,67542
et29010,109,66,29,4,4,3,2,0,1,0,67543
et29011,568,319,171,25,26,15,6,3,3,0,67544
et29012,26,19,7,0,0,0,0,0,0,0,67545
et29013,30,21,7,1,1,0,0,0,0,0,67546
et29014,76,51,18,4,2,0,1,0,0,0,67547
et29015,86,53,23,6,3,1,0,0,0,0,67548
et29016,151,91,49,3,5,1,2,0,0,0,67550
et29017,264,162,62,21,11,5,3,0,0,0,67551
et29018,18,12,6,0,0,0,0,0,0,0,67552
